Soil_pH,Nitrogen_Level,Phosphorus_Level,Potassium_Level,Temperature,Humidity,Rainfall,Crop_Type,Crop_Growth_Stage,Recommended_Fertilizer,,
4.66,84,54,41,10,73.33,298.95,Potato,Sowing,Compost,,
5.95,151,29,54,25.06,72.7,1075.33,Rice,Vegetative,DAP,,
6.94,105,35,46,22.58,50.12,1315.83,Sugarcane,Harvest,DAP,,
4.98,55,68,76,25.98,67.67,362.38,Potato,Vegetative,Urea,,
8.2,133,77,34,31.46,73.6,256.39,Wheat,Vegetative,MOP,,
4.81,56,48,92,18.5,66.02,1879.62,Potato,Sowing,Urea,,
8.22,152,32,110,25.16,74.17,776.35,Wheat,Sowing,DAP,,
7.33,69,89,111,17.6,65.4,1215.2,Wheat,Sowing,NPK,,
5.82,88,34,114,23.78,88.92,424.17,Tomato,Harvest,DAP,,
6.06,120,82,58,20.34,59.52,482.51,Wheat,Vegetative,NPK,,
7.46,117,62,52,21.07,30.75,632.43,Potato,Sowing,Compost,,
6.91,56,20,28,27.38,39.8,283.47,Cotton,Vegetative,Urea,,
7.19,46,34,89,30.69,87.85,2334.67,Wheat,Sowing,Urea,,
6.06,131,40,35,10.38,58.17,2737.24,Wheat,Flowering,MOP,,
6.45,20,55,106,36.3,37.23,1662,Rice,Flowering,Urea,,
8.46,144,36,24,20.93,39.35,2486.01,Maize,Flowering,DAP,,
5.36,154,72,62,29.31,31.74,579.55,Sugarcane,Flowering,Compost,,
6.17,48,56,110,13.67,43.58,1457.97,Tomato,Vegetative,Urea,,
5.67,57,23,29,27.14,89.2,600.38,Potato,Vegetative,Urea,,
7.56,27,32,14,30.35,49.73,2986.8,Sugarcane,Harvest,Urea,,
7.56,114,25,73,14.72,45.02,362.77,Tomato,Sowing,DAP,,
5.67,115,29,57,37.36,70.06,1443.18,Sugarcane,Sowing,DAP,,
4.83,45,12,49,32.72,70.45,514.3,Maize,Vegetative,Urea,,
4.55,132,15,33,26.02,88.07,392.26,Tomato,Harvest,DAP,,
6.21,30,38,79,14.98,73.78,2257.94,Tomato,Harvest,Urea,,
6.14,42,13,21,35.97,36.6,424.36,Cotton,Flowering,Urea,,
8.45,52,74,13,12.06,89.14,267.07,Sugarcane,Harvest,Urea,,
6.38,149,17,52,13.46,75.01,2859.01,Sugarcane,Flowering,DAP,,
5.53,132,57,86,30.95,45.55,717.34,Sugarcane,Vegetative,NPK,,
8.06,80,25,61,17.62,45.67,2564.43,Sugarcane,Harvest,DAP,,
6.46,151,56,30,23.78,87.6,2868.35,Potato,Vegetative,MOP,,
6.9,31,40,78,26.17,41.56,2305.52,Cotton,Harvest,Urea,,
4.88,126,38,22,23.75,43.66,490.67,Wheat,Flowering,DAP,,
6.03,122,85,11,12.52,51.54,677.33,Potato,Flowering,MOP,,
8.28,85,77,117,32.12,70.77,701.57,Cotton,Harvest,Zinc Sulphate,,
6.86,154,52,15,17.2,55.78,2031.04,Cotton,Vegetative,MOP,,
5.88,144,43,102,32.16,48.68,702.78,Rice,Harvest,DAP,,
7,76,15,32,35.96,46.06,283.94,Potato,Harvest,DAP,,
8.14,65,58,108,26.09,37.51,1483.97,Cotton,Flowering,Zinc Sulphate,,
5.6,41,69,83,31.19,62.78,1849.42,Potato,Vegetative,Urea,,
6.52,158,60,93,11.11,46.4,1489.14,Potato,Harvest,DAP,,
8.33,24,18,98,11.1,49.89,1569.61,Rice,Flowering,Urea,,
5.19,87,14,45,15.91,30.47,1479.11,Cotton,Vegetative,DAP,,
7.38,33,73,19,20.75,61.87,943.22,Potato,Sowing,Urea,,
6.96,150,25,36,15.48,71.79,2876.51,Potato,Sowing,DAP,,
7.22,133,68,16,29.05,85.65,2546.64,Potato,Harvest,MOP,,
5.9,46,65,59,18.31,41.83,1103.99,Maize,Flowering,Urea,,
5.76,23,74,30,35.37,85.16,311.08,Rice,Sowing,Urea,,
7.24,147,44,95,26.82,51.67,2602.39,Maize,Harvest,Compost,,
5.36,83,19,55,21.34,78.14,2278.24,Cotton,Flowering,DAP,,
6.18,105,56,91,36.79,83.81,427.5,Maize,Harvest,SSP,,
5.25,99,44,10,34.85,87.68,2154.44,Cotton,Harvest,MOP,,
4.53,38,71,98,34.6,49.53,1467.32,Rice,Harvest,Urea,,
8.38,135,42,64,31.85,45.63,564.98,Tomato,Flowering,Zinc Sulphate,,
6.23,113,24,62,28.43,56.37,2229.2,Maize,Vegetative,DAP,,
8.38,88,44,30,21,63.28,1195.96,Cotton,Harvest,MOP,,
5.06,50,19,103,22.68,71.44,2749.23,Wheat,Flowering,Urea,,
6.85,114,89,41,29.41,71.51,320.08,Wheat,Sowing,NPK,,
5.3,129,29,108,15.19,37,2824.51,Cotton,Sowing,DAP,,
7.66,55,17,23,34.83,66.71,446.34,Potato,Vegetative,Urea,,
7.63,60,17,48,38.16,40.07,301.22,Rice,Vegetative,DAP,,
4.95,84,22,51,12.94,72.68,1829.03,Tomato,Vegetative,DAP,,
8.15,95,85,34,10.67,88.59,1909.56,Sugarcane,Harvest,MOP,,
5.28,143,68,38,14.28,76.25,753.42,Maize,Sowing,MOP,,
6.95,41,56,113,32.8,71.68,2652.77,Sugarcane,Flowering,Urea,,
8.44,140,69,41,13.23,34.65,2445.67,Tomato,Harvest,Zinc Sulphate,,
8.03,41,50,20,21.17,41.08,991.22,Maize,Sowing,Urea,,
8.33,145,61,37,11.89,51.31,1440.61,Maize,Sowing,MOP,,
5.87,88,85,78,22.98,86.01,2393.28,Wheat,Vegetative,NPK,,
4.92,29,63,108,28.12,49.85,2533.41,Potato,Harvest,Urea,,
5.25,30,45,34,28.86,78.83,2429.56,Maize,Flowering,Urea,,
6.5,24,86,61,25.57,36.23,950.18,Tomato,Vegetative,Urea,,
7.67,31,78,50,38.14,69.72,2342.89,Tomato,Sowing,Urea,,
5.1,63,22,60,25.93,76.75,1971.29,Cotton,Sowing,DAP,,
7.14,128,81,16,35.78,62.58,1673.46,Potato,Harvest,MOP,,
5.79,112,20,42,39.79,76.01,2898.03,Maize,Flowering,DAP,,
5.86,109,17,51,16.89,73.42,1874.49,Cotton,Harvest,DAP,,
7.15,48,40,100,17.97,58.62,2632.47,Cotton,Flowering,Urea,,
6.37,55,71,117,25.66,81.93,2306.55,Sugarcane,Flowering,Urea,,
7.75,54,21,94,15.47,50.5,326.24,Tomato,Sowing,Urea,,
5.12,132,20,66,26.92,55.52,947.41,Potato,Sowing,DAP,,
7.66,27,26,100,30.53,62.39,1905.65,Wheat,Vegetative,Urea,,
4.76,35,36,98,11.81,37.84,1427.23,Rice,Flowering,Urea,,
5.28,62,86,95,30.44,60.92,2875.38,Rice,Harvest,Compost,,
7.12,88,22,20,14.78,49.45,1834.13,Rice,Sowing,DAP,,
7.92,75,53,79,18.98,45.4,2801.44,Potato,Harvest,Zinc Sulphate,,
5.51,60,67,76,32.16,64.61,776.49,Cotton,Flowering,SSP,,
5.81,96,39,39,14.91,49.78,2713.73,Maize,Harvest,DAP,,
6.65,27,22,101,25.95,81.33,1704,Tomato,Harvest,Urea,,
5.35,73,17,114,27.68,54.6,799.41,Sugarcane,Flowering,DAP,,
7.74,109,78,90,14.93,54.78,1292.64,Cotton,Vegetative,NPK,,
7.59,139,73,32,18.24,88.92,2912.72,Cotton,Harvest,MOP,,
5.08,152,61,60,28.19,50.49,2886.54,Rice,Vegetative,Compost,,
6.36,28,15,107,23.84,37.89,261.54,Cotton,Flowering,Urea,,
7.6,90,80,94,29.8,82.59,1060.75,Potato,Harvest,Urea,,
5.85,49,63,14,35.64,85.02,2718.14,Rice,Vegetative,Urea,,
7.03,100,31,59,14.05,43.59,291.05,Rice,Sowing,DAP,,
4.7,127,72,53,12.12,82.92,2879.42,Potato,Flowering,Compost,,
6.93,114,88,24,30,59.67,1286.35,Tomato,Sowing,MOP,,
5.11,84,46,119,33.12,32.61,521.47,Tomato,Sowing,Compost,,
7.82,49,65,11,23.48,62.93,1043.2,Tomato,Sowing,Urea,,
5.92,66,50,33,21.82,80.93,2462.86,Rice,Sowing,MOP,,
5.63,114,69,63,27.9,53.8,2995.63,Potato,Vegetative,NPK,,
7.86,107,29,19,26.54,63.06,574.67,Cotton,Flowering,DAP,,
4.7,94,78,93,24.71,38.44,1985.18,Sugarcane,Flowering,Compost,,
6.09,125,54,44,34.56,80.53,2790.87,Wheat,Flowering,DAP,,
5.98,99,67,50,15.21,36.41,2719.19,Potato,Vegetative,NPK,,
5.64,156,85,56,30.44,35.67,1273.4,Maize,Vegetative,NPK,,
8.15,80,46,94,32.24,86.01,2624.17,Tomato,Sowing,Zinc Sulphate,,
7.5,116,48,39,37.04,82.41,736.45,Potato,Sowing,MOP,,
4.76,25,12,102,38.35,64.49,1969.94,Rice,Harvest,Urea,,
7.36,64,86,108,25.24,36.37,1874.4,Cotton,Flowering,Urea,,
6.61,84,84,47,23.01,62.76,2392.08,Wheat,Harvest,Compost,,
8.1,56,83,35,25.12,85.23,841.19,Cotton,Vegetative,Urea,,
5.75,109,82,29,31.98,66.74,1960.78,Potato,Harvest,MOP,,
6.8,121,47,45,10.52,41.89,1909.19,Tomato,Sowing,MOP,,
6.5,129,55,73,15.22,84.35,435.83,Cotton,Vegetative,NPK,,
6.46,69,58,52,37.23,81.93,1125.66,Maize,Vegetative,NPK,,
6.32,142,43,49,15.86,62.8,780.83,Rice,Sowing,Compost,,
5.32,90,35,27,16.85,81.13,2998.86,Cotton,Sowing,DAP,,
7.52,130,11,31,38.18,33.38,2973.68,Maize,Flowering,DAP,,
6.31,50,65,86,18.83,57.67,906.81,Cotton,Sowing,Urea,,
8.33,134,16,88,18.71,40.69,2463.86,Wheat,Harvest,DAP,,
5.54,67,45,25,37.71,80.25,2486.1,Sugarcane,Harvest,MOP,,
7.23,76,49,98,21.25,88.27,2820.53,Sugarcane,Flowering,SSP,,
8.26,34,87,12,24.82,85.84,561.68,Rice,Sowing,Urea,,
7.15,73,35,78,26.81,60.2,2069.27,Sugarcane,Harvest,DAP,,
7.99,55,84,36,36.05,60.66,776.48,Maize,Harvest,Urea,,
7.81,72,78,112,12.33,84.49,2041.45,Maize,Sowing,Zinc Sulphate,,
5.94,93,25,106,17.83,73.3,2642.1,Sugarcane,Flowering,DAP,,
6.9,63,84,49,27.61,34.48,427.48,Tomato,Sowing,Zinc Sulphate,,
5.13,52,18,111,23.04,37.7,1983.58,Maize,Sowing,Urea,,
6.64,74,31,13,18.35,87.1,1705.3,Cotton,Harvest,DAP,,
5.42,63,14,52,22.29,51.95,691.67,Cotton,Harvest,DAP,,
7.47,70,52,111,38.99,41.24,865.16,Maize,Harvest,Urea,,
6.61,118,39,61,10.63,74.13,1657.4,Potato,Flowering,DAP,,
6.14,105,83,61,14.41,82.78,2609.38,Wheat,Harvest,NPK,,
5.58,70,41,75,10.56,42.39,2090.51,Rice,Sowing,NPK,,
8.49,154,26,71,27.8,45.09,276.86,Maize,Flowering,DAP,,
4.79,148,76,92,10.39,84,553.35,Rice,Sowing,Compost,,
4.67,67,35,72,23.62,30.79,2671.45,Sugarcane,Harvest,DAP,,
5.37,146,21,60,35.78,84.48,2027.37,Wheat,Flowering,DAP,,
8.38,133,46,73,12.92,32.36,250.58,Cotton,Flowering,Zinc Sulphate,,
8.42,103,51,91,20.96,35.72,1869.21,Tomato,Vegetative,Zinc Sulphate,,
7.12,66,66,65,21.34,81.74,672.01,Maize,Harvest,DAP,,
8.02,29,21,20,20.87,44.91,2775.8,Potato,Flowering,Urea,,
5.36,45,55,44,31.82,43.48,542.78,Wheat,Vegetative,Urea,,
8.39,69,36,20,10.13,80.65,415.53,Rice,Vegetative,DAP,,
5.07,148,87,42,33.4,62.53,2005.46,Maize,Sowing,Compost,,
4.9,128,16,75,35.17,51.04,2419.69,Cotton,Vegetative,DAP,,
4.95,82,47,10,22.94,72.85,966.67,Cotton,Flowering,MOP,,
6.79,62,57,42,36.61,78.58,1043.75,Tomato,Flowering,SSP,,
7.62,60,51,86,21.43,81.77,1199.01,Maize,Sowing,NPK,,
5.97,34,36,36,30.84,37.16,2344.26,Maize,Sowing,Urea,,
8.41,148,19,74,21.66,64.95,933.57,Wheat,Vegetative,DAP,,
6.24,77,51,115,11.14,70.69,446.82,Cotton,Flowering,NPK,,
5.1,73,67,102,12.5,36.99,1065.68,Tomato,Sowing,Compost,,
6.36,152,50,54,23.26,66.61,2904.89,Rice,Harvest,Compost,,
7.22,81,18,113,39.7,31.92,1416.7,Cotton,Vegetative,DAP,,
7.83,146,55,95,15.33,50.49,1767.94,Maize,Sowing,Zinc Sulphate,,
6.34,90,63,112,36.87,40.32,2334.45,Tomato,Vegetative,NPK,,
6.87,65,68,93,37.58,63.67,1763.88,Rice,Sowing,Zinc Sulphate,,
5.57,109,22,53,22.29,41.47,2039.17,Maize,Sowing,DAP,,
7.08,141,25,49,23.85,77.35,2664.98,Cotton,Flowering,DAP,,
8.44,103,54,54,25.08,37.27,1244.29,Wheat,Harvest,Zinc Sulphate,,
4.7,101,41,11,33.11,75.47,512.14,Rice,Sowing,MOP,,
8.05,52,49,50,13.71,35.93,464.49,Wheat,Vegetative,Urea,,
6.75,108,53,61,19.86,56.54,2391.41,Tomato,Sowing,Urea,,
5.51,133,56,26,15.12,71.91,2033.78,Tomato,Vegetative,MOP,,
8.32,69,79,59,36.35,39.69,1786.13,Potato,Flowering,Zinc Sulphate,,
6.43,38,69,50,12.12,75.14,2803.99,Tomato,Sowing,Urea,,
5.83,22,44,14,32.43,87.2,1955.16,Sugarcane,Harvest,Urea,,
5.23,135,84,61,23.19,52.4,333.51,Potato,Sowing,Compost,,
5.48,110,69,57,31.44,30.01,1512.23,Potato,Sowing,Compost,,
7.83,62,46,99,36.7,58.61,801.69,Rice,Vegetative,Zinc Sulphate,,
6.96,127,31,22,20.19,84.15,1939.64,Cotton,Vegetative,DAP,,
8.15,63,22,64,16.81,69.9,725.54,Potato,Vegetative,DAP,,
5.43,71,25,43,29.51,72.2,2005.96,Wheat,Flowering,DAP,,
4.98,116,69,64,39.93,77.55,2673.32,Potato,Harvest,Compost,,
4.52,47,51,103,31.89,84.49,416.07,Tomato,Flowering,Urea,,
6.53,128,22,53,33.87,37.49,925.13,Tomato,Harvest,DAP,,
8.49,73,72,50,28.9,65.41,2085.78,Wheat,Harvest,Zinc Sulphate,,
7.28,21,41,11,21.05,83.38,2191.4,Cotton,Flowering,Urea,,
5.73,133,32,85,29.64,76.55,1843.03,Maize,Flowering,DAP,,
8.01,36,52,65,13.86,44.94,589.47,Sugarcane,Sowing,Urea,,
7.63,47,41,95,24.66,82.48,879.38,Cotton,Sowing,Urea,,
4.56,47,37,111,27.19,47.65,2740.58,Wheat,Vegetative,Urea,,
7.77,35,42,22,37.2,54.65,2493.85,Rice,Vegetative,Urea,,
5.7,104,35,57,37.59,41.14,2860.06,Potato,Flowering,DAP,,
5.1,24,51,98,11.8,83.11,1345.41,Sugarcane,Flowering,Urea,,
5.41,64,38,49,28.96,35.58,1430.77,Cotton,Harvest,DAP,,
6.37,71,11,112,33.89,89.65,924.82,Wheat,Harvest,DAP,,
6.2,81,43,69,26.09,49.72,1668.69,Sugarcane,Harvest,DAP,,
5.66,24,47,46,12.87,72.65,2523.58,Maize,Flowering,Urea,,
5.19,126,21,30,16.98,37.72,893.51,Potato,Sowing,DAP,,
7.55,30,61,27,19.41,59.27,593.78,Potato,Flowering,Urea,,
8.46,105,30,92,29.88,32.41,2301.49,Potato,Harvest,DAP,,
7.61,150,49,86,11.97,82.7,2141.52,Tomato,Vegetative,NPK,,
5.68,79,76,64,26.49,56.79,2521.82,Sugarcane,Flowering,Zinc Sulphate,,
5.48,85,58,98,13.27,74.57,2304.31,Potato,Flowering,Compost,,
5.37,36,35,89,21.85,83.67,1374.03,Cotton,Vegetative,Urea,,
5.05,150,61,118,22.77,34.12,639.03,Rice,Flowering,Compost,,
6.71,150,71,72,23.56,60.69,2200.66,Wheat,Flowering,Urea,,
6.92,59,78,102,31.33,41.37,2659.53,Cotton,Vegetative,Urea,,
7.32,99,70,69,12.44,34.14,627.86,Rice,Vegetative,NPK,,
7.22,95,55,55,18.05,67.32,1652.26,Wheat,Flowering,NPK,,
5.67,82,81,25,29.23,36.85,1120.8,Tomato,Vegetative,MOP,,
5.82,70,38,95,38.31,59.52,1654.49,Cotton,Sowing,DAP,,
7.23,148,59,53,28.62,41.82,287.72,Maize,Vegetative,NPK,,
5.9,70,11,21,36.5,41.86,1189.87,Rice,Harvest,DAP,,
5.35,23,73,116,39.05,61.38,1555.84,Rice,Flowering,Urea,,
6,151,75,73,36.52,63.32,622.44,Sugarcane,Vegetative,NPK,,
5.59,103,52,99,39.17,30.21,1340.97,Maize,Sowing,Urea,,
4.85,68,19,37,33.31,60.05,692.87,Tomato,Vegetative,DAP,,
7.82,58,62,64,36.61,70.19,803.84,Wheat,Harvest,Urea,,
7.91,124,37,37,24.74,70.71,2937.46,Tomato,Harvest,DAP,,
5.38,35,11,96,20.36,80.99,1885.07,Sugarcane,Flowering,Urea,,
4.76,153,38,112,39.99,83.72,1290.37,Maize,Sowing,DAP,,
7.46,111,61,103,12.93,67.37,1659.57,Potato,Sowing,Zinc Sulphate,,
5.35,44,23,109,38.75,58.91,1272.58,Cotton,Sowing,Urea,,
6.07,58,37,47,22.93,42.25,1885.14,Potato,Flowering,Urea,,
4.76,65,10,64,10.67,37.61,201.34,Rice,Vegetative,DAP,,
5.41,135,68,23,34.09,66.55,861.14,Sugarcane,Sowing,MOP,,
7.67,72,53,40,23.33,86.79,2968.97,Tomato,Vegetative,NPK,,
7.72,133,89,72,33.96,46.69,514.56,Rice,Vegetative,NPK,,
5.33,70,87,55,11.34,35.97,421,Maize,Harvest,Compost,,
5.84,39,52,85,39.22,55.43,1580.86,Rice,Vegetative,Urea,,
5.04,106,26,84,30.13,30.03,1014.33,Sugarcane,Flowering,DAP,,
4.8,152,63,13,11.44,63.21,1694.61,Cotton,Flowering,MOP,,
8.47,81,24,98,10.14,32.97,2890.03,Sugarcane,Flowering,DAP,,
7.12,122,57,116,27.82,85.86,553.27,Wheat,Harvest,Urea,,
6.67,31,55,98,39.29,82.2,1431.93,Rice,Vegetative,Urea,,
7.56,100,58,117,25.72,36.89,2324.67,Sugarcane,Harvest,DAP,,
7.86,21,45,29,20.62,38.81,650.07,Sugarcane,Harvest,Urea,,
7.73,144,23,81,38.17,87.21,2193.89,Cotton,Vegetative,DAP,,
4.57,136,12,33,39.52,78.81,1320.56,Rice,Flowering,DAP,,
5.25,150,15,91,33.53,86.52,1938.26,Rice,Flowering,DAP,,
7.12,27,31,47,31.54,50.07,1671.72,Tomato,Harvest,Urea,,
6,56,31,82,10.06,36.66,1461.56,Wheat,Flowering,Urea,,
8.43,74,45,33,19.41,66.92,1541.3,Maize,Vegetative,MOP,,
7.16,68,80,78,37.76,88,612.29,Maize,Sowing,Urea,,
8.33,78,59,57,21.04,37.8,1415.71,Rice,Vegetative,Zinc Sulphate,,
5.31,79,85,54,20.04,79.13,2308.6,Tomato,Flowering,Compost,,
7.96,108,89,86,26.12,51.58,2710.62,Sugarcane,Sowing,Zinc Sulphate,,
5.79,97,78,30,23.43,36.93,1954.72,Tomato,Vegetative,MOP,,
8.46,138,44,82,35.76,57.54,2516.46,Maize,Harvest,Zinc Sulphate,,
5.13,119,18,75,12.45,59.32,1621.17,Maize,Vegetative,DAP,,
6.57,82,38,62,29.76,30.55,805.26,Sugarcane,Harvest,DAP,,
7.67,146,36,74,30.92,58.47,2227.06,Wheat,Flowering,DAP,,
6.23,85,66,17,36.4,68.85,2165.18,Potato,Sowing,MOP,,
6.37,104,83,97,22.47,75.88,220.36,Wheat,Vegetative,NPK,,
8.45,23,68,43,18.85,35.91,1542.58,Potato,Vegetative,Urea,,
6.2,112,51,19,28.8,82.59,2822.88,Rice,Sowing,MOP,,
6.92,42,62,118,31.75,40.06,2956.2,Maize,Vegetative,Urea,,
4.72,150,47,10,15.13,69.5,1479.38,Sugarcane,Flowering,MOP,,
7.87,73,13,44,14.74,63.16,2221.01,Wheat,Harvest,DAP,,
7.09,99,61,114,17.91,82.8,249.4,Sugarcane,Flowering,Urea,,
6.12,63,53,64,17.44,32.32,950.64,Rice,Harvest,NPK,,
4.56,31,32,35,32.52,41.49,2220.94,Rice,Sowing,Urea,,
6.87,152,83,77,25.92,37.32,2028.39,Wheat,Vegetative,NPK,,
4.55,99,79,104,26.43,49.65,2049.59,Maize,Sowing,Compost,,
4.5,145,86,14,10.44,50.33,2150.19,Tomato,Flowering,MOP,,
6.96,111,78,96,39.83,35.32,1402.16,Tomato,Vegetative,NPK,,
5.26,91,69,107,34.89,60.86,2826.1,Sugarcane,Sowing,Compost,,
5.27,65,13,88,23.31,36.97,1225.21,Maize,Sowing,DAP,,
7.11,91,12,76,12.01,34.46,2725.84,Tomato,Harvest,DAP,,
4.71,112,32,28,30.83,31.99,368.83,Wheat,Flowering,DAP,,
5.75,140,46,52,26.05,85.75,2577.73,Rice,Sowing,DAP,,
5.1,37,27,48,30.33,53.8,1049.2,Rice,Flowering,Urea,,
6.82,63,14,112,30.33,47.02,2047.33,Potato,Vegetative,DAP,,
7.15,62,50,36,14.64,58.94,353.94,Tomato,Harvest,MOP,,
7.38,98,47,31,19.86,39.46,424.13,Wheat,Flowering,MOP,,
5.52,96,56,58,10.53,54.37,359.57,Potato,Vegetative,NPK,,
4.86,79,81,67,39.47,41.43,1557.72,Rice,Flowering,Compost,,
4.81,82,21,68,34.19,48.26,1365.34,Cotton,Vegetative,DAP,,
6.2,43,39,88,37.86,85.45,1093.63,Rice,Vegetative,Urea,,
8.28,48,15,49,11.32,38.92,1448.68,Cotton,Sowing,Urea,,
5.37,148,70,115,25.01,58.43,1078.02,Tomato,Vegetative,Compost,,
5.53,143,81,24,32.42,69.65,2640.16,Cotton,Flowering,MOP,,
4.9,20,73,41,13.11,85.08,1775.85,Cotton,Harvest,Urea,,
6.92,92,78,67,33.31,85.38,1068.62,Potato,Harvest,NPK,,
7.22,40,20,104,29.43,44.84,1473.12,Tomato,Flowering,Urea,,
7.07,116,71,65,39.55,86.59,2628.03,Maize,Sowing,Urea,,
7.94,71,26,112,14.23,49.88,1345.54,Wheat,Sowing,DAP,,
6.45,85,86,90,28.88,83.7,1396.08,Wheat,Sowing,MOP,,
5.04,134,29,61,38.41,35.59,1145.55,Wheat,Sowing,DAP,,
5.66,107,35,86,32.31,41.9,929.3,Potato,Vegetative,DAP,,
7.15,81,68,111,20.08,34.74,1520.91,Potato,Sowing,MOP,,
6.95,38,34,110,13.58,47.94,2262.45,Tomato,Sowing,Urea,,
6.62,21,27,89,38.91,82.43,1230.33,Cotton,Harvest,Urea,,
7.23,74,38,37,12.16,39.56,835,Cotton,Vegetative,DAP,,
7.05,98,76,107,39.26,43.49,2048,Cotton,Flowering,SSP,,
8.03,30,44,105,19.11,42.97,2463.97,Rice,Harvest,Urea,,
6.84,104,24,33,35.81,46.48,261.06,Tomato,Flowering,DAP,,
7.61,46,60,46,26.63,31.12,1970.77,Potato,Harvest,Urea,,
5.49,41,12,71,37.38,55.43,2722.59,Sugarcane,Flowering,Urea,,
7.21,22,30,14,22.8,88.58,447.54,Sugarcane,Sowing,Urea,,
8.11,22,70,53,35.49,56.89,2717.92,Rice,Harvest,Urea,,
6.04,62,12,96,17.15,78.8,529.72,Tomato,Vegetative,DAP,,
7.62,108,62,59,24,64.29,2991.13,Sugarcane,Harvest,NPK,,
7.4,56,44,94,35.39,30.89,1632.91,Sugarcane,Harvest,Urea,,
4.74,113,59,10,13.55,65.13,2243.94,Potato,Flowering,MOP,,
6.83,58,17,73,31.86,86.79,375.78,Tomato,Vegetative,Urea,,
5.02,84,57,86,23.11,63.21,486.93,Maize,Sowing,Compost,,
8.37,62,12,117,25.4,61.68,2897.24,Sugarcane,Harvest,DAP,,
7.75,40,63,81,27.37,70.21,2967.9,Rice,Flowering,Urea,,
4.94,29,84,10,18.27,82.25,975.98,Cotton,Sowing,Urea,,
4.99,64,11,24,12.89,63.89,1157.38,Maize,Sowing,DAP,,
6.88,112,42,83,10.56,54.39,227.93,Sugarcane,Sowing,MOP,,
5.88,22,81,10,22.93,32.22,2876.84,Tomato,Sowing,Urea,,
4.64,62,21,87,18.07,36.66,2769.41,Tomato,Harvest,DAP,,
6.67,60,28,118,28.99,68.92,524.67,Rice,Flowering,DAP,,
6.05,140,27,61,31.48,67.14,1222.17,Wheat,Vegetative,DAP,,
4.9,126,59,115,25.11,44.34,2906.63,Wheat,Flowering,Compost,,
7.71,28,31,110,28.57,73.14,552.21,Potato,Flowering,Urea,,
8.16,143,39,50,26.82,46.78,2646.45,Potato,Flowering,DAP,,
7.53,132,15,72,10.14,48.3,764.75,Maize,Vegetative,DAP,,
7.79,140,10,55,35.25,33.68,391.32,Potato,Sowing,DAP,,
5.37,66,18,30,11.79,63.02,598.1,Potato,Harvest,DAP,,
5.55,47,61,74,22.31,47.26,2187.63,Tomato,Sowing,Urea,,
5.33,94,89,100,13.33,79.14,584.45,Wheat,Sowing,Compost,,
7.56,113,38,61,29.87,78.09,210.47,Rice,Flowering,DAP,,
8.29,158,71,40,19.77,37.71,2371.94,Potato,Flowering,Zinc Sulphate,,
7.37,48,38,80,12.13,39.6,2035.4,Wheat,Flowering,Urea,,
8.03,76,14,91,11.36,49.26,2658.83,Wheat,Vegetative,DAP,,
7.05,93,31,45,17.11,64.85,1817.51,Sugarcane,Harvest,DAP,,
6.05,138,58,33,30.02,50.55,327.6,Rice,Flowering,MOP,,
6.2,78,17,47,31.55,51.02,260.44,Rice,Flowering,DAP,,
4.8,54,87,108,13.85,38.4,2398.86,Rice,Vegetative,Urea,,
4.63,55,77,77,14.17,50.14,2691.79,Tomato,Flowering,Urea,,
7.28,96,49,11,27.8,58.22,2440.81,Potato,Flowering,MOP,,
6.25,77,33,108,38.72,89.08,1247.3,Potato,Sowing,DAP,,
6.71,21,85,91,26.59,80.28,2053.8,Cotton,Sowing,Urea,,
6.73,47,22,75,31.35,77.58,417.83,Rice,Vegetative,Urea,,
5.61,89,59,100,27.26,63.59,2211.06,Sugarcane,Harvest,Compost,,
6.4,82,54,66,13.15,51.61,898.85,Wheat,Vegetative,NPK,,
6.38,79,13,72,38.39,81.42,2816.06,Wheat,Harvest,DAP,,
6.05,109,72,113,12.16,50.85,1145.58,Wheat,Sowing,Urea,,
7.78,123,74,80,32.8,65.57,1150.01,Rice,Vegetative,NPK,,
6.3,135,36,50,39.38,45.43,1001.71,Rice,Sowing,DAP,,
6.91,62,72,104,19.57,76.58,1973.83,Tomato,Vegetative,NPK,,
8.08,152,20,114,15.15,60.87,471.25,Tomato,Sowing,DAP,,
7.96,35,51,107,26.99,83.71,349.8,Maize,Flowering,Urea,,
8.06,71,47,16,33.85,64.13,2149.15,Tomato,Vegetative,MOP,,
5.58,90,79,66,38.48,39.86,2847.71,Potato,Flowering,DAP,,
4.64,22,71,54,30.81,89.58,2282.43,Maize,Flowering,Urea,,
5.54,108,13,102,20.08,60.12,899.61,Maize,Sowing,DAP,,
5.61,157,43,17,24.83,45.04,1214.04,Cotton,Harvest,MOP,,
8.14,70,35,106,32.84,49.76,769.46,Maize,Vegetative,DAP,,
7.1,152,63,12,33.64,37.27,2115.46,Tomato,Vegetative,MOP,,
4.83,137,36,113,12.23,34.44,864.57,Sugarcane,Flowering,DAP,,
5.04,159,48,41,28.41,57.03,1799.64,Rice,Vegetative,Compost,,
5.12,78,30,92,39.02,87.11,2550.51,Potato,Harvest,DAP,,
7.02,71,63,77,33.56,37.38,1645.95,Cotton,Harvest,Compost,,
7.44,66,65,19,10.22,84.16,1861.76,Sugarcane,Flowering,MOP,,
7.94,124,72,27,16.75,77.8,2910.77,Wheat,Sowing,MOP,,
